item_id,language,name,nb_views,description,created_at,Difficulty,Job,Software,Theme,duration,type
156,en,Customize the slide master,81.0,"Though I've added a fewslides here for demonstration purposes, it's really idealto customize the slide masterand get all your design changes inplace before you add any slide content.You can start with any ofthe PowerPoint themes, but I like the Office themebecause it has the least amount ofdesign already applied.That's what PowerPoint uses for a blank presentation.Let's open the slide master.To get there, click theView tab, Slide master; here's the slide master, thisbigger thumbnail at the top.And these are the layoutsthat go with the master.A feature of this viewis the Slide master tab.It supports all your editingof the slide master and layouts.On the slide master thumbnail, a tiptells you the name of the master - here it's the Office themed slide master- and which slides are using it.Since this is the only master in the presentation, all the slides are using it.On each layout, you get a similar tip, the name of the layout which tells you its type and whether anyslides are using it.To customize the slide master,first make sure it's selected.The changes I make to it Iwant to apply to every slide.I'll start with a background design: Background styles on the Slide master tab, Format background - there's a picture I want to use as afill, so I click Picture or texture fill and then Fileand select the picture file.The background gets applied tothe master and all the layouts.Now let's find a color schemethat complements the background.Clicking Colors shows allthe possible combinations.The Office theme colorsare currently applied.Looking for a set that goes with the pale green background image; how about this group called Orange?I'll use this new color scheme forthe slide text starting with titles.On the slide master, I'llselect the title placeholderand click the Home tab then Font color which shows the colors of the new scheme.How about one of these dark oranges?That one change applies toevery heading in the master layouts.Now let's change the body text color.On the slide master, Iselect that placeholder, click Font color and choose acomplementary color, Dark green,that applies to anybody text in the layouts.So we've got a custombackground and font colors.How about using art forthe list bullets?To do that select the body textplaceholder and click the Bullets menu.There click Bullets andNumbering at the bottom then Picture and browsefor a picture file.I'll zoom way in soyou can see the image.It's a little bird ofparadise flower; that's what all the bullets will now look like.For the last design change on the master, we'll adjust the width of the body textplaceholder and the text spacing in it.A placeholder is a shape,so I'll right click it andclick Format shape, then under Shape options, I'll click Size and Properties and then click Size.On the width box, let's reducethe width by a couple of inches.We can center it onthe slide in a minute.To change textspacing, click Text Box.I want a little more spacearound the text, so I'll bump up the margins forit in the placeholder.To center the placeholdereven more, let's use the Align commands and click Align center - the body text is now more centered on the slide which I like given the wide screen slide format.These changes affectthe layouts with body text placeholders such as title andcontent and the two column layouts.It's time to give ourcustomized master its own name, so right clicking it, we'll chooseRename master and call it Fabrikam Theme.Let's see how thesechanges look on our slides; I'll click Normal to open normal view.There's the background, the two font colors are applied to title and body text, the body text is more centeredand there are the picture bullets.",2016,Intermediate,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],278.0,tutorial
157,en,"Change font size, line spacing, and indentation",359.0,"We've created a bulletedlist for our Agenda slide.Now we'll make some changesto its look and formatting.Since I want to apply adifferent theme to the presentation, I'll do that first. Let's click Design and choose this theme called Facet, that applies different stylesand formatting to the list.So now those are in place upfront.This theme uses a smallfont size for the text.Let's increase it. I'll select the placeholder, click Home, Font size and choose 24.This font size is easier to see andmakes use of the space on the slide. font size for every list in the presentation, you should change it on the slide master.We'll work with the slidemaster in movie 3, Change list formatting on the slide master.We've increased the font size,let's also increase the line spacing.To do that, I'll select the placeholder and on the Home tab, I'll click Line spacingwhere I see that the current setting is 1.0 or single spaced and I see a preview of other settings. I don't want quite so much spacing as 1.5, let's open Line spacing options.This includes settings forindentation as well as spacing.Under spacing, the listis set to single but I can add spaceincrementally in the Before box.I'll change this from 10points to 20 and click OK.So I've added a bit morespace to the single spacing but it's not quite as much as the 1.5 spacing. Now because we've changed font size and line spacing I wantto mention Autofit which can affect both of thesetypes of formatting.To demonstrate Autofit,I'll add 1 more item to this list, watch closely as Itype it: ""Our support"".See how the listadjusted when I started typing?It got more compressed.It will continue to do sowith each additional item.That's the result of Autofit, it adjusts line spacing and font size to fitall list items into the placeholder.We'll delete this last item.Because you may not want the Autofitting, whenever it happens, this controlappears called Autofit options.Let's click it. To undo the autofitting I click Stop fitting text to this placeholder.The line spacing returns towhat it was, I prefer thatso I leave the autofitting undone and let's say I want to turn off Autofit altogether, I click the control again and click Control autocorrect options; in the Autocorrect dialog box, I uncheckAutofit body text to placeholder and click OK.Autofit is now offuntil I turn it back on.Next I want to move the listto the right a little bit to balance out the slide more.To do that, I'll increaseits left margin, I right click the text placeholderand click Format shape.Then I click Size andproperties and Text box.In the Left margin box,I'll change the setting from .1 inch to 1 inch. The text moves to the right as I press the Up arrow for the box.I'll close theFormat shape pane, the new margin moves the list over nicely.Now if you ever need to adjust the space between the text and bullets, a great way is to use Tab markers on the ruler; to display the ruler,click View and check Ruler.Now let's say I want to increasethe space between text and bullets.I'll select the text and onthe ruler, find this upper tab on the bottom of the ruler.I drag the tab and the dotted line shows where the text's left indent will be.To move the bullets, I dragthe tab at the top of the ruler.Now note that if my list hasmore than one text level, I need to select the level of text Iwant to adjust and then move the tabs.My agenda list nowlooks the way I want it to.",2016,Intermediate,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],309.0,tutorial
158,en,Change list formatting on the slide master,281.0,"In this presentation, we want to change the list formatting everywhere, not just on one or two slides.So we'll make all ourchanges on the slide master.To open the slide master,click View, Slide master.To change all bulleted lists, we'll select the slide master thumbnail, the one at the top and change formatting for the listplaceholder and text here.That will affect the bulleted listformatting in each of the master layouts.We'll make changes similarto those we made in movie 2:change font size, linespacing, and indentation.And we'll also change thetype of bullet we're using.Let's start with font size.Because this is the slidemaster, we see the font size,spacing, and bulletfor each level of text.To change the font size forthe top level, I'll select that line, click Home, andlook in the font size boxwhich shows the font size of 18.I'll open the listand change it to 24.Notice that the bullet sizeincreases in proportion to the font size.I also want to increase thefont size for second level text so I'll select it and choose 20.I won't worry about the next threelevels of text because I don't use those.Let's see how the largerfont sizes look on the slides, I click Normal toswitch to normal view.The Agenda slide shows justthe top-level text with the larger font, and the next slide, Our values, shows the second level text as well.Let's look at the other lists.I like the larger fontsizes but I think we shouldincrease the line spacing as well.Let's go back to the slidemaster: I click View slide master and select theslide master thumbnail.Selecting the text placeholder I click Home, Line spacing.The list is currently set at 1.0 or single spacing.To increase line spacing forjust the top-level text, I'll click in that line and clickLine spacing, Line spacing options.Under Spacing, in the Before box I'll increase the spacing from 10points to 20 and click OK.So with this increase, alist of top-level text, like the Agenda list, will changefrom single spacing shown hereto slightly more than singlespacing, which will look like this.line spacing for the other text levels.So in a list like this, thesecond-level text keeps its original spacing but there's a bitmore space above the top level text.I like that.Now on the slide master,let's add more space on the left margin of the list by right clicking the placeholder and clicking Format shape. Then we click Size and properties,Text box, and in the Leftmargin box, increase the numberfrom 0.1 inch to 0.5 inches. As I increase the number, the list moves to the right.So all lists in the presentationwill now have more space on the left.Let's close the format shape pane.Now let's have fun with the typeof bullet we're using for the list.I'll zoom in for a closer look.The theme has agreen arrow for a bullet.I like it but I could choosesomething else if I wanted.To see other options, I'llselect the placeholder andclick the arrow next toBullets on the Home tab.As we point to these alternativebullet styles, we see how they would look.For more choices, clickBullets and numbering.I'd like somethingdifferent so I'll click Picture.This gives me the option tobrowse for a picture file of my own or to searchfor one on the web.The new picture bullet isinserted on the slide master invarious sizes tomatch each text level.I'll zoom back out.We're finished with ourchanges to the slide master, solet's click Normal and lookat the various bulleted listswith the new formatting.Changes to look for include increased lines spacing between top level items, a bigger left margin and thenew picture bullet.As I look through all theslides, I see the changesreflected in every type of list.I like the improvements.Now it's clear how muchthe slide master helps when I want to change bulleted list formatting, for all my lists.",2016,Intermediate,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],322.0,tutorial
159,en,Edit headers and footers on the slide master,98.0,"I've applied headers andfooters to this presentation andthere are a couple ofthings I want to change.I'll zoom in for a closer look.On the title slide, the dateappears, but it's broken into two lines.I want to sit on one line.My other concern is with the textfooter for the rest of the slides.The light green fontcolor is hard to see.I'll zoom back out.For formatting issues likethese, related to the look,size or position of headers andfooters, edit the slide master.To open the slide masterclick View slide master;the slide master isthe top slide thumbnail.You make changes to it thatyou want to apply to all slides.You can also make changesto specific layouts, any of these slides below the slide master.One of our formatting issues iswith the date on the title slide.I've selected thetitle slide master layout.I'll zoom in a little.With the date format I chose,the placeholder is too small.This is what the datelooks like on the title slide.See how it runs on to a second line.You can't see that in slidemaster view on this layout,we just see the defaultdate format which does fit.In any case we need toenlarge the date placeholder.I'll select it, point to acorner sizing handle, click the two headed arrow cursor anddrag down to lengthen the placeholder.The longer date formatshould now fit on one line.We'll check that in a minute.To change the color for the textfooter, I'll click the slide master.This change needs to applyto all the relevant layouts.The footers that appear onthe slide master are the text footer and date; the date shows on the slide master even though I've chosen notto show it on the slides.First, let's press Ctrl and clickto select both footer placeholders.Then we'll click Home, Font color and change the font color to dark blue and let's click Bold to turn off the bold formatting.Also let's center the footer placeholder; to do so select it, under Drawing tools click format and click Align objects. Make sure Align to slide is selected and click Align center.To center the text inside the placeholder, I'll leave the box selected, click Home and click Center.Let's click Normal to see theeffect of these changes on the slides.The text footer is nowcentered and is blue instead of green.On the title slide,the date fits on one linebut the text footer, the webaddress looks like it's slid down.This is because I centeredthe text within the footerplaceholder on the slide master.That centered the texteverywhere including on the title slide.When I select theplaceholder, think of it in a horizontal orientation and youcan see the text is centered.Let's go back to the slide master, View, Slide master to fix the title slide.The title slide masterlayout is selected, this layout gives me a way to correct the problem, I'll select the footer placeholder on the layout and I'll click Home, Align left to movethe footer text back up.Think of Align left as ifthis box were horizontal.This change willapply only to this layout.I'll click Normal toswitch back to that view;the text footer is correctlyplaced now on the title slide.By using the various options in the Header and footer dialog box and going to the slide master to make formatting and layout changes, I've got the headers andfooters exactly as I want them.",2016,Beginner,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],296.0,tutorial
160,en,Add sound effects to an animation,108.0,"Imagine you have theperfect sound effects for an animation but you're unsure how to add them.For instance here's ananimation, a flying witch.I want to add a witch'slaugh to the animation and to play an eerie tune.How would I add thesesounds to the flying witch?Let's step through it.I've clicked the Animationstab so we can work with the animation effect. Now I'll zoom out in order to show the margins around the slide.The animation effect is this motion path, it's applied to the witch graphic. I'll click Preview to play the effect again, the witch enters the slide frame from the bottom right corner and exits out the top left corner.To add the witch's laugh,we'll click Animation pane and add the sound to themotion path effect.In the pane this item represents the motion path effect that's applied.This little icon indicatesthat it's a Straight line motion path and it's appliedto picture 2, the witch graphic.To work with options for the motion path, we select it in the pane, click this arrow todisplay its menu and click Effect options.To make a sound play with the motion path, we click the arrow next to the sound box.Currently no sound is applied.I can apply one of thebuilt in sounds or choose Other sound to select a file of my own.This sound file Cackle.wav is the witch's laugh.I'll select it and click OK.The sound immediately plays a little preview and I see that the sound file is nowselected in the sound box, I'll click OK.Let's click Playall to see a preview.The flying witch now has a laugh, the laughing sound is part of the motion path effect and plays when the motion path plays.I can apply only one sounddirectly to the motion path.To add the second sound, the background music, we'll use another method.We click Insert, then Audio and Audio on my PC. Here's the sound file I want, Eerie music.wav. I'll select it and click Insert.When I insert a sound file by itself, it's treated as an animation effect and the effect appears in the animation pane.The file itself gets inserted with a play bar in the middle of the slide, I'll move it down so we can see it better.If we look closely at theeffect over in the pane, we see this mouse icon which meansthe music is set to play when I click the play bar. I'll click Play all for a preview.The witch and her laughplay immediately, but I have to click Play to startthe background music.Instead I want it to start by itselfand play along with the other effects.To change how the musicstarts I select the sound iconand under Audio toolsclick Playback, next to StartI'll click the arrow andchange On click to Automatically.Now in the animation panethe sound effect has a clock icon which means it will start on its own but after the preceding effect. We'll click its arrow and change the Start after previous setting to Start with previous.All effects will now play together.Let's close the animation pane.The final thing we'll dois select the sound icon anddrag it off the slide since we don'tneed to click it to start the music.Let's have a look at theanimation in slideshow view.With the new sounds, ourhaunted scene is complete.",2016,Advanced,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],269.0,tutorial
161,en,"Animate pictures, shapes, text, and other objects",79.0,"You can animate just about anythingin PowerPoint 2013 and it's easy to do.What is a PowerPoint animation?I'll show you. This slide contains four objects, text, a picture, a chart and a shapeand each one has a differenttype of animation assigned to it.Press Shift-F5 to play theslide show from the current slide.I built the slide so that each timeI click a different animation plays.First the text, thisanimation is called Fly in and I have it set so that each time Iclick a line of text flies in.The picture has the Fadeanimation attached to it.The chart uses the Wipeanimation, each time I click some bars wipe on which makes it appear as though the bars are growing or drawing on and on the shape I applied the Fill color animation which changes theFill colors slowly from blue to orange.So as you can see, aPowerPoint animation is nothing morethan something changing on a slide.It can be motion, a fade, a wipe, colors or a combination.Now let's take a closerlook at those animations.Here's the same slidewith the animations removed.To add an animation, youfirst select what you want to animate, choose an animation andthen modify it with effect options.Click the text, then go to the Animations tab, open the Animations gallery and select one.You can keep tryinganimations until you find one you like.Notice that every time youselect one, you see a preview.That's the defaultworkflow for creating animations.You make a change then see apreview, make another change, see a preview. You can click here and turn off Auto preview if you want.Then you can click this buttonto Preview animations manually.If you don't find exactly what you're looking for, choose an animation that's closeand then check out the Effect options available for the animation.In the case of Fly in, youcan choose a direction and then choose the sequence thatyou want to bring in the text.As one object or All atonce brings the entire block of text in at once or you canbring the text in by paragraph.Again you can animateanything in three steps.Select the picture, selectan animation, this time let's choose Shape and tweak it with an effect option.For shape you can choose a shapeand direction.Select the chart, choose an animationand choose an effect option.Let's bring the chartelements in by series.Select the shape, choose an animationthen choose an effect option.In this case wechoose a color to fade to.One more thing, if you everwant to remove an animation,just select the object thathas the animation applied to it and then click None.With animations you can getas complex as you want or you can keep it simple.",2016,Beginner,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],242.0,tutorial
162,en,Create custom animations with motion paths,61.0,"If you're the adventuroustype, you can create somepretty amazing presentationswith lots of motion path animations.You'll see that it's not all thatdifficult once you get the hang of it.But let's start out small.Click the shapecalled ""Behind shape 1"".Now if we add an entranceanimation like Fly in, we can control where the shape ends up, and the direction and sequence with Effect options. But we can't control where the shape begins or the path it takes.To do that, we needto use motion paths.Go down to Motionpaths and select Lines.This is the motion path,the line describes the path.The green arrow indicateswhere the shape starts and the red arrow indicateswhere the shape ends.Select the path, this half transparent shape shows the shape at its endpoint.Drag the red arrow and position theendpoint over the ""In front shape"".Then preview the animation and thefirst shape moves behind the second one.Motion paths can be a lotof fun, try some other ones like Arcs, and Loopsalso click Custom path if you want to draw your own motion path.Let's go back to the previous slide and add a motion path to ""Behind shape 2"". Use the Animation painter to copy the animationthen select the motion path and move its in point on top of the ""In front shape"". Preview the animation.The animation works all right but the  second ""Behind shape""ends up covering up theshape we want to keep on top.This is a problem you'll run into more often when you're creating custom animations, but it's easy to fix.Right click the shape andclick Send to back, Send backward.Now preview the animation.That's the way we want it. You see, all the objects on the slide are organized into layers; by sending the shapes backward we moved it to a layerbehind the ""In front shape"".Here's another thing youcan do to create custom animations: this ball shape actually contains two animations: a motion path that moves the shape horizontally and a spin animation that makes the ball appear to roll as it moves.To add multiple animations to an object select the firstanimation in this gallery then click Add animationto add the others.Also don't forget about thoseadditional effect and timing options.Here's another way to open thatdialog box in the animation pane.Click the arrow next to theanimation and click Effect options.I added Auto reverse to the animations so the objects return to their original positions.So now you have everything you need to get started with animations in PowerPoint.The best way to understand animations is to experiment on your own.",2016,Advanced,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],219.0,tutorial
163,en,Trigger an animation effect,61.0,"When you want to clicksomething specific on the slide,like each arrow shape here to startan animation effect, use a trigger.On this slide, each green arrowtriggers a text effect when I click it.Here's the sequence again.Arrow 1 triggers the first textanimation which has a Wipe entrance effect.Arrow 2 triggers the secondeffect and Arrow 3 triggers the third.Compare this with a typicallist animation where I clickto play each effect but I don'tclick anything specific to do it.In the first example, theeffect starts only when I click an arrow which is thetrigger for the effect, so triggers let me specify click points for effects.I can create as manytriggers as I need.For example, I could makethis text banner be a trigger also, starting a picture effect.To set up a trigger, youfirst apply an animation effectto the thing you want to trigger.For this slide, I want totrigger a text effect on this banner shape; I'll select the shape and apply a Wipe entrance effect.Now I specify atrigger for the effect.In the animation pane, I select the effect which activates the trigger command. I click Trigger, point to On click of and select Arrow 1 which is my arrow shape over here. Now the arrow is a trigger.Triggers are useful forstarting sound files and videos,which PowerPoint viewsas animation effects.Instead of clicking thesound media on this slide to play it, I can pull it off theslide so it never appears and set up a trigger to playit, namely this button shape.On the slide, when I click thebutton, it triggers the sound effect.On a slide with a video,I can do the same thing.Pull the video media offthe slide, set it to play full screen and create a trigger tostart it, this big green arrow.On the slide, when Iclick the big green arrow, it triggers the video to play.",2016,,['Communication'],['PowerPoint'],['Produce'],149.0,tutorial
164,en,Trigger text to play over a video,317.0,"In PowerPoint, you canmark points in a video usingbookmarks and then use thebookmarks to trigger effects.One effect is a textoverlay that appears on the video;as the video plays a line oftext fades in and then fades out.The text effect is triggered bytwo bookmarks I've set on the video.The first one triggers the text fading in, the second one triggers the text fading out.I'll recreate theseeffects so you can see each step.Here's the slide at an earlier point, I've inserted the video and this is the text I want to play.To add the bookmarks I select the video and click the Playback tab in Video toolswhich is where I find the Add bookmark command. I'll use this Play bar to set the bookmarks. I click the Play control and pause where I want the text to fade in, about here.Then I click Add bookmark.I click Play again to resume the action and pause where I want the text tofade out, about here.I'll add the second bookmark there.So the bookmarks are in place, nextI'll add the text animation effects.I'll open the Animationpane to help with that.The effect that's hererefers to the video, which getsset up automatically as itsown trigger when I insert it.The animation effects that I needto add will go on this text box.To apply the effects firstI'll apply a Fade entrance and then I'll click Add animation andadd a second effect, a Fade exit.I don't want the fadesto be too fast, so I'll select them and increasetheir duration a little bit.When I click Play all, you cansee that the text fades in and out.The last step is to make thebookmarks trigger the text effects.I'll select the firstfade effect, the entrance,then I'll click Trigger, point toOn bookmark and choose Bookmark 1.Now I'll select the fadeexit, click Trigger, On bookmarkand choose Bookmark 2.Each fade effect is nowtriggered by a bookmark.The final thing I'll do is move the text up a bit on the slide so it doesn't crowd the video.Let's play the slide.I click the video to start itand there's the text fading in and fading out. Now that you know howto use PowerPoint triggers you can find your owncreative heights with animation.",2016,Intermediate,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],178.0,tutorial
165,en,Create a flow chart,87.0,"You want to show aprocess flow that uses standardflowchart shapes you can format andarrange in a very specific layout.To do that in PowerPoint,you click Insert, Shapes and build a chart usingshapes from the gallery.Specifically use theFlowchart group for the shapes andthe Lines group for theconnectors between shapes.As a visual aid for sizingand positioning shapes, click View and check Grid lines.Back on the Insert tab,Shapes, to choose a shape, point to it for a screen tip tosee its intended purpose.For example, the rectangleis a process shape used forthe main steps in the process.The diamond is the decision shape, used to show a decision point in the process and the elongated oval is a terminator shape used to start and end the process.You want to be sure to use theright shape for the right purpose.To insert a shape, click it anddrag the crosshairs to draw it.Once you've drawn theshape, it's selected and the Drawing tools Format tab appears.Use the Format tab to apply stylessuch as a different shape outline.To save the style for all your shapes, right click the shape and chooseSet as default shape.We detail shape formatting in movie 2- Draw and format flowchart shapes. The Shapes gallery is also available on the Format tab in the Insert shapes group.I'll click More to display it and I'll insert a process shape. As I draw, I'll approximate a size relative to the first shape.To match the width of thefirst shape, I'll drag a sizinghandle to the left and watchfor this smart guide, a red line that appears when theedges of the shapes align.Next, I'll use Shape fillon the Format tab to give the process shape a unique fill color.Before I connect the shapes,I'll make sure their center points are aligned, I'll press Ctrl to select both shapesand on the Format tab I'llclick Align objects, Align Center.With the shapes aligned,I can draw the connector.Let's zoom in a little bit.In the Shapes gallery,under Lines, I'll click Arrowthen I'll draw the arrowfrom the center handle on the first shape to the centerhandle on the shape below.Using styles on the Formattab, style the connector justlike other shapes, using shape outlinefor example to change the line style.Then right click and setthe style as the default line.We'll work with connectorsin movie 3 - Align flowchartshapes and add connectors.A final note, if you have avery large chart with upwardsof 25 shapes, considerbreaking it into two or creating it in Microsoft Visio.",2016,Intermediate,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],207.0,tutorial
166,en,Draw and format flow chart shapes,59.0,"For my flowchart, I'll start witha slide that has a blank layout.I've added a title andturned on the grid lines.To insert the first shape,I'll click Insert, Shapes.Under Flowchart, I'll findthe Terminator shape and click it, then I'll point to where I want the top left corner of the shape and drag the crosshairs to draw it.I'll keep the shapesomewhat small because my processwill require about thirteen shapes.The shape has a defaultcolor fill based on the current theme; to choose adifferent color scheme, I'll click Design and in the Variantsgroup, click More and point to Colors. I like the blues and greens in Blue 2. I'll click it to apply it, next I'll click the Drawing tools Format tab to apply a shape style and I'll zoom in a little.When I type in text, it's white.So the color style is lighttext on a dark fill, I like that.I also want to emphasizeshape edges so I'll click Shape outline and I'll choose a verydark blue for the outline color.I'll click Shape outlineagain, point to Weight and choose a thicker outline style, 1.5 point. So that all the shapes will have this outline style, I'll now right click theshape and choose Set as default shape.Next, let's think about color fills.I'll choose a uniquecolor for each shape type; to quickly see the fill colors,right click the shape and click Fill.For the Terminator shape,which starts and ends the flowchart, I'll choose a darkblue, a shade lighter than the outline.Now we'll need this sameshape at the end of the chart,so I'll press Ctrl-D toduplicate it and reproduce its exact size, I'll zoom back out.Then I'll drag the second shape over to about where the flowchart will end, using the grid lines to help estimateslide margins and type its text.We've got the start of the chart.For the next shape, I'llclick Insert shapes and this time choose the Document shape.I'll draw the shapeto an approximate sizereferring to the grid toeyeball its position on the left, then I'll drag theright side of the shape and lookfor the smart guide which shows me when the shape edges are aligned on that side.I'll check the left side as well. Let's choose afill for the Document shape.I'll right-click, click Fill and try a slightly different blue and I'll type its text.I've added a couple moreshapes, a Preparation shape anda Process shape andchosen their fill colors.To get consistent shapessizes, I've used the shape Height and shape Width boxeson the Format tab, adjustingeach shape as needed.For the process shape I'll needseveral copies, for the main steps.So with the shape selectedI'll press Ctrl-D multipletimes to make the copies.Then I'll drag to arrangethem top to bottom, left to right as I position them,I'll watch for the smart guideswhich show me bothhorizontal alignment and vertical alignment. I'll worry about perfect placement later,but I can get the shapesvery close to being aligned justby using the smart guides.The flowchart has all itsshapes text and colors now, the last shape we added was a decisionshape with Yes and No text boxes.",2016,Advanced,"['Communication', 'Marketing']",['PowerPoint'],[],255.0,tutorial
167,en,Create an org chart,114.0,"Your company had a majorreorganization, now you need topresent the new structurein a clear bold org chart.You've seen org charts donein PowerPoint and you wonderabout the best method forcreating one and the right tools to use.The place to start is theInsert tab and SmartArt,in SmartArt, you'll find acategory called Hierarchywhich has several org chart layouts.Look for one that hasOrganization chart in the title.When you click a chart type you seea preview of it and a description.Pick a layout that issuitable and click OK, the new chart opens with a few shapes anda text pane displayed on the side.The text pane gives you anoutline format for filling in the chart.For example when I type in the top bullet, I also fill in the top shape in the chart.Each level in the outlinefills in the next level of the chart, here's the assistant and the first name in the first subordinate row.When I press Enter to add a newbullet, I add a new shape to the chart.So, the text pane enables me toboth add text and build the chart.Of course, I can typedirectly in the chart too and use SmartArt tools to help build the chart, these appear whenever the chart is selected.For example, to add a personwho reports to Naomi Sharp,I'd select that shape in the Nchart, click the arrow next to Add shape andclick Add shape below.Both the SmartArt tools andtext pane help you structurethe chart and add contentaccording to your preferences.The Smart Art toolsadditionally give you style options,I'll click Text pane toclose the pane for now.Use SmartArt styles toenhance the chart design, adding different coloration,gradient shading and bevels.With the Change colorsgallery, apply a color style.Try other colors in the themeor a style that varies thecolors for each chart level.Also, you might want to clickDesign and try differentthemes in the themes gallery,then go back to the Designtab under SmartArt tools and work some more with the color styles.",2016,Intermediate,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],189.0,tutorial
168,en,Build an org chart using the text pane,80.0,"We're going to insert an org chart and we want as much slide space as possible, so we'll right click the slide,point to Layout and choose Blank.To insert the chart we click Insert, SmartArt and choose Hierarchy. I'll select the basic organization chart and click OK, the chart is inserted with the text pane displayed.To close and reopen thepane I click this arrow which appears on the selected chart, I can move the pane by dragging it at the top and I make it bigger by dragging the two headed arrow cursor from any side.When I click away from thechart so it's not selected,the pane disappears and whenI click the chart to select it, the pane reappears.When I click next to the topbullet, the top shape is also selected.When I click this specialindent underneath the top bullet, the next shape is selected meant for an assistant's name and when I click the first subordinate bullet in the pane that selectsthe first shape in the next row.Let's type the firstname, for the org's executive director. The text and the shape resizes as I type to fit within the shape.To add Victoria's title,I'll press Shift-Enter, to start a new line and type the title.Enter to get a new line, that creates a second bullet andshape which I don't want here.I'll press Backspace todelete the bullet and shape.Next we'll fill in theassistant's name and title and for the next three bullets,we'll type in the names andtitles of the reporting directors.Now what if I want toreorder the names in this row so that Naomi Sharp follows Jimmie Wolf.A simple way is to rightclick Naomi Sharp's name and click Move down, thatmoves Naomi Sharp to the right.To add people who report toeach director, I'll click atthe end of the director'stitle and press Enter-Tab,that inserts a subordinate bullet and shape.I'll type the firstsenior manager, Dick Kingsbury.To add more shapes at the samelevel I just keep pressing Enter.We'll add the other managernames that report to Marco Lara.Now, let's say Dick Kingsburyhas gotten promoted to Director.To move his name up onelevel, I click it and press Shift-Tab, that moves him up but given that he is right above Abbi and Silas now they report to him instead of to Marco.To promote Dick Kingsburywithout affecting Marco's other reports, I should do it this way.Select his name and title,right click and click Cut.Click where I want his nameon the Director level, let's say in front of JimmieWolf and press Enter.Now, I click next to the newbullet, right click and click Paste.I'll type in Dick Kingsbury's newtitle, Director Special Projects.Now, Dick is on the director's level and Marco's other reports are unaffected. You see how much is possible just by using the text pane.",2016,Advanced,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],240.0,tutorial
169,en,Create a template from a presentation,85.0,"Coho Winery has a presentation that showcases its premium wines and every yearthey need to update it.In the presentation updates, the wine details always change but certain other things in the presentation stay the same such as these sectionheaders used for the wine categories.For the wine descriptions,the subheadings don't changeand neither does the basic layout.To update the slides, itwould be tempting to click File,Save as, save thepresentation as a new one and type over the old content, but having to delete old content adds an extra step to the work.Also, over time, inconsistencies creep in as variousauthors work in the file andincorrect formatting gets introduced.A better solution for theCoho staff would be to turnthis presentation into atemplate and use that as a master for presentation updates.For the content in thetemplate, you'd keep the formatting and text youalways want in the presentation.Where new content needs tobe added, you could leave the area blank or use placeholdertext as a guideline for authors.You could include formattingtoo such as the frame styleon a picture placeholder, to save an author time and help ensure consistency.For the template, you'dwant global design elements in place such as the themefrom the Themes gallery or a background design and you'd open Slide master view,click View slide master to make global style changes to the master and to customize master layouts so they're right for your content.With all the designdetails and content in place, you would click File, Save as and choose PowerPoint template.potx as the file type, then click Save and here's thebeauty of a template.When you click to open the template file, it opens a fresh presentation thatis based on the template.So, to update the Cohopremium selection's presentation,you'd be starting in a newpresentation file, not the template itself.Yet, you'd haveeverything that's in the templateand benefit from allthe work that's been done.If you put the template ona shared site, your team canalways find a current copy thereand download it for their use too.",2016,Advanced,"['Communication', 'Marketing']",['PowerPoint'],"['Produce', 'Customize']",189.0,tutorial
